Date,open,high,close,low,volume,macd,macdsignal,rsi,stoch,ma1,ma2,ma3,ema,cci,bblower,bbupper,roc,atr
2016-03-17T17:00,419.59,419.59,418.75,417.96,1042,0.32,0.88,59.86,74.90,416.39,415.36,416.65,418.15,108.19,412.00,421.03,0.01,2.51
2016-03-17T21:00,418.75,418.86,417.03,416.20,1770,0.15,0.92,52.71,29.13,416.54,415.54,416.81,418.08,33.03,412.14,421.17,0,2.52
2016-03-18T01:00,417.03,418.15,415.59,414.11,1949,-0.06,0.90,47.58,0.00,416.61,415.66,416.82,417.76,-43.18,412.21,421.07,0,2.63
2016-03-18T05:00,415.59,415.84,413.53,413.01,912,-0.33,0.82,41.39,0.00,416.49,415.61,416.69,417.13,-122.54,412.14,420.79,-0.01,2.65
2016-03-18T09:00,413.52,414.44,408.01,406.54,7269,-0.84,0.61,30.08,0.00,416.06,415.51,416.27,415.61,-275.11,410.65,421.40,-0.02,3.02
2016-03-18T13:00,408.01,410.07,403.90,403.01,6353,-1.38,0.26,24.68,0.00,415.44,415.23,415.60,413.58,-317.67,408.09,422.69,-0.03,3.31
2016-03-18T17:00,403.85,409.34,407.86,403.85,2715,-1.40,-0.09,36.51,30.26,415.03,415.10,415.05,412.52,-211.91,407.10,423.01,-0.02,3.47
2016-03-18T21:00,407.50,408.72,407.16,406.17,1278,-1.38,-0.43,35.45,27.54,414.68,414.86,414.52,411.47,-160.83,406.05,423.22,-0.03,3.4
2016-03-19T01:00,407.01,409.67,408.34,405.51,1411,-1.22,-0.74,38.69,35.83,414.34,414.68,413.97,410.78,-124.85,405.33,423.23,-0.03,3.45
2016-03-19T05:00,408.34,409.07,408.20,407.20,623,-1.06,-1.00,38.44,35.19,413.99,414.46,413.36,410.16,-101.81,404.66,423.29,-0.03,3.34
2016-03-19T09:00,408.12,408.66,406.62,406.01,1344,-0.99,-1.25,35.68,28.13,413.62,414.22,412.61,409.36,-101.98,403.78,423.43,-0.02,3.29
2016-03-19T13:00,406.62,406.95,405.08,404.00,1773,-0.98,-1.49,33.18,21.74,413.20,413.91,411.77,408.41,-109.98,402.63,423.49,-0.03,3.27
2016-03-19T17:00,405.33,412.00,408.68,404.28,2528,-0.68,-1.67,43.20,47.37,412.85,413.67,411.14,408.22,-61.56,402.15,423.32,-0.01,3.59
2016-03-19T21:00,408.70,413.20,409.30,407.92,2177,-0.41,-1.77,44.73,56.99,412.57,413.42,410.51,408.18,-33.39,401.73,423.01,0,3.71
2016-03-20T01:00,409.30,410.99,409.99,409.24,507,-0.15,-1.80,46.47,77.74,412.26,413.18,409.87,408.27,-30.31,401.38,422.63,0.02,3.57
2016-03-20T05:00,409.99,411.08,409.83,409.57,584,0.02,-1.80,46.11,93.58,411.90,412.96,409.27,408.33,-25.25,401.01,422.20,0,3.42
2016-03-20T09:00,409.83,412.40,411.57,409.82,589,0.26,-1.73,50.61,100.00,411.60,412.86,408.91,408.70,-4.54,400.74,421.85,0.01,3.36
2016-03-20T13:00,411.44,412.90,412.45,410.21,970,0.47,-1.62,52.76,100.00,411.35,412.76,408.70,409.18,10.98,400.49,421.53,0.01,3.31
2016-03-20T17:00,412.45,412.45,411.25,410.13,829,0.51,-1.49,49.59,88.71,411.02,412.62,408.55,409.39,8.54,400.18,421.09,0.01,3.24
2016-03-20T21:00,410.81,411.14,407.43,407.01,1249,0.28,-1.42,41.12,40.55,410.48,412.39,408.51,408.92,-41.39,399.62,420.44,0,3.31
2016-03-21T01:00,407.51,409.24,408.13,406.00,1318,0.18,-1.38,43.04,50.36,409.94,412.19,408.79,408.64,-53.36,399.11,419.88,0.01,3.31
2016-03-21T05:00,408.13,409.59,408.44,407.31,637,0.14,-1.34,43.91,54.80,409.45,411.94,408.83,408.46,-27.46,398.68,419.45,0,3.23
2016-03-21T09:00,408.44,412.05,411.18,408.44,1492,0.29,-1.27,51.05,91.27,409.17,411.81,409.10,408.79,57.01,398.42,419.27,0,3.26
2016-03-21T13:00,411.01,412.14,411.03,408.90,2503,0.38,-1.18,50.67,89.33,408.95,411.62,409.28,409.05,76.55,398.33,419.12,0,3.26
2016-03-21T17:00,411.03,412.00,411.88,410.20,627,0.47,-1.06,52.81,100.00,408.87,411.44,409.52,409.43,95.46,399.07,418.76,0.01,3.16
2016-03-21T21:00,411.85,415.80,415.78,409.88,1549,0.77,-0.87,61.15,100.00,409.24,411.37,410.13,410.44,168.66,400.65,418.37,0.01,3.35
2016-03-22T01:00,415.79,418.25,417.01,414.95,4593,1.00,-0.62,63.35,100.00,409.87,411.35,410.93,411.54,233.51,401.13,418.80,0.01,3.35
2016-03-22T05:00,417.08,418.68,416.04,415.92,1605,1.04,-0.36,60.44,86.91,410.26,411.28,411.42,412.32,202.69,401.86,418.97,0.01,3.31
2016-03-22T09:00,415.93,417.07,416.12,415.61,747,1.01,-0.10,60.60,87.63,410.68,411.19,411.88,413.01,156.49,402.33,419.27,0.02,3.17
2016-03-22T13:00,416.10,417.40,417.25,415.84,1014,1.02,0.15,62.89,97.93,411.11,411.11,412.36,413.80,146.54,402.75,419.76,0.02,3.06
2016-03-22T17:00,417.25,417.85,417.70,416.70,781,0.99,0.40,63.80,100.00,411.56,411.08,412.88,414.56,136.45,403.47,420.14,0.02,2.92
2016-03-22T21:00,417.70,418.56,418.00,416.70,698,0.94,0.64,64.42,100.00,412.10,411.11,413.31,415.27,122.86,404.52,420.38,0.02,2.85
2016-03-23T01:00,418.00,418.16,416.01,415.95,972,0.73,0.82,57.38,69.79,412.62,411.13,413.55,415.53,86.72,404.97,420.67,0.01,2.8
2016-03-23T05:00,416.01,417.60,417.37,415.83,800,0.64,0.98,60.55,81.90,413.04,411.25,413.96,415.99,81.21,405.27,421.17,0.01,2.73
2016-03-23T09:00,417.36,417.60,417.29,416.48,1117,0.53,1.11,60.27,79.77,413.42,411.56,414.62,416.36,76.51,405.52,421.66,0,2.61
2016-03-23T13:00,417.21,419.48,418.90,417.21,1936,0.53,1.24,63.93,96.44,413.84,412.06,415.33,416.96,95.38,405.72,422.36,0,2.59
2016-03-23T17:00,418.96,419.72,418.12,416.80,1682,0.44,1.35,61.00,75.13,414.24,412.40,415.98,417.33,80.52,405.88,422.86,0,2.61
2016-03-23T21:00,418.12,418.13,416.50,415.70,1100,0.24,1.41,55.31,21.53,414.47,412.72,416.33,417.37,47.39,406.07,423.08,0,2.6
2016-03-24T01:00,416.50,417.49,415.50,415.50,1130,0.03,1.42,52.09,0.00,414.62,412.95,416.63,417.21,31.44,406.28,423.29,0,2.56
2016-03-24T05:00,415.50,415.50,414.72,414.00,1575,-0.16,1.38,49.65,0.00,414.78,413.17,416.82,416.94,-5.98,406.72,423.58,-0.01,2.48
2016-03-24T09:00,414.69,417.70,417.08,414.30,2012,-0.14,1.34,56.30,45.02,415.24,413.52,416.91,417.10,27.53,407.16,424.03,0,2.55
2016-03-24T13:00,417.00,417.40,415.47,415.39,1071,-0.23,1.29,51.32,11.31,415.59,413.87,416.80,416.96,10.83,407.52,424.38,0,2.51
2016-03-24T17:00,415.37,416.39,415.30,415.12,777,-0.30,1.21,50.81,7.85,415.92,414.09,416.76,416.80,-21.19,407.78,424.53,0,2.42
2016-03-24T21:00,415.30,415.67,415.44,413.03,1378,-0.33,1.13,51.24,10.77,416.12,414.29,416.71,416.67,-90.96,408.05,424.70,0,2.44
2016-03-25T01:00,415.53,416.99,416.61,414.07,437,-0.27,1.06,54.80,34.87,416.39,414.51,416.67,416.77,-45.25,408.39,424.83,-0.01,2.47
2016-03-25T05:00,416.42,417.00,416.98,414.67,391,-0.20,1.01,55.90,43.77,416.63,414.75,416.62,416.91,-34.58,408.95,424.39,0,2.46
2016-03-25T09:00,416.98,417.03,416.71,415.71,554,-0.17,0.97,54.85,36.41,416.67,414.92,416.53,416.98,-9.20,409.60,423.71,0,2.38
2016-03-25T13:00,416.59,416.99,416.15,416.06,457,-0.19,0.92,52.65,21.01,416.63,415.05,416.54,416.93,-14.76,410.07,423.25,0,2.27
2016-03-25T17:00,416.06,416.37,416.00,415.23,512,-0.21,0.86,52.05,16.81,416.63,415.20,416.45,416.87,-60.52,410.50,422.81,0,2.19
2016-03-25T21:00,416.02,419.40,417.07,415.70,1828,-0.15,0.83,55.93,55.33,416.67,415.53,416.44,416.99,70.88,411.10,422.19,0,2.3
2016-03-26T01:00,417.20,417.50,417.49,416.93,242,-0.09,0.80,57.38,100.00,416.69,415.84,416.34,417.16,64.67,411.74,421.53,0,2.18
2016-03-26T05:00,417.49,417.49,416.25,414.62,722,-0.13,0.77,51.93,29.50,416.62,416.10,416.22,417.10,-33.76,412.33,420.77,0,2.23
2016-03-26T09:00,416.25,416.88,415.40,413.20,1296,-0.21,0.72,48.52,0.00,416.49,416.24,416.14,416.89,-110.18,412.52,420.52,0,2.33
2016-03-26T13:00,415.51,416.53,415.99,415.38,297,-0.22,0.66,50.93,27.20,416.49,416.40,416.18,416.80,-35.11,412.90,420.00,0,2.25
2016-03-26T17:00,415.99,416.89,416.71,415.51,665,-0.17,0.62,53.77,59.26,416.46,416.57,416.31,416.85,4.99,413.27,419.56,0,2.18
2016-03-26T21:00,416.71,416.83,416.05,416.00,165,-0.18,0.58,50.86,26.41,416.40,416.57,416.24,416.77,10.13,414.00,418.55,0,2.09
2016-03-27T01:00,416.01,417.12,416.89,415.79,385,-0.13,0.54,54.25,64.67,416.31,416.57,416.34,416.85,63.53,414.65,417.78,0,2.03
2016-03-27T05:00,416.90,418.37,417.25,416.24,982,-0.07,0.52,55.66,80.59,416.26,416.61,416.47,416.98,145.32,414.87,417.64,0,2.04
2016-03-27T09:00,417.27,427.00,426.94,417.18,7477,0.58,0.67,76.59,100.00,416.76,416.97,417.23,418.77,495.94,412.11,421.54,0.02,2.6
2016-03-27T13:00,426.95,431.00,429.49,426.21,8432,1.12,0.95,79.35,100.00,417.43,417.38,418.09,420.76,422.38,410.44,424.68,0.03,2.75
2016-03-27T17:00,429.28,429.49,427.36,425.10,4957,1.25,1.26,71.74,75.32,418.03,417.70,418.78,422.10,239.17,409.86,426.29,0.03,2.87
2016-03-27T21:00,427.34,427.34,426.19,425.30,1278,1.18,1.56,67.88,62.80,418.46,417.97,419.42,423.06,161.15,409.73,427.50,0.03,2.81
2016-03-28T01:00,426.21,427.99,426.42,425.82,1654,1.08,1.82,68.24,63.96,418.99,418.32,420.10,423.91,136.00,409.72,428.62,0.03,2.77
2016-03-28T05:00,426.33,427.00,426.18,425.96,662,0.92,2.06,67.39,61.21,419.50,418.61,420.78,424.59,108.40,409.83,429.58,0.02,2.64
2016-03-28T09:00,426.15,426.40,423.74,423.01,2821,0.60,2.21,59.29,34.93,419.90,418.83,421.22,424.75,67.49,410.05,430.07,0.02,2.7
2016-03-28T13:00,423.73,424.87,423.88,422.38,1546,0.36,2.30,59.59,35.91,420.24,419.00,421.65,424.89,50.89,410.28,430.54,0.02,2.68
2016-03-28T17:00,423.65,425.19,424.06,423.20,1289,0.18,2.34,60.00,32.08,420.58,419.19,422.17,425.03,51.19,410.54,431.01,0.02,2.63
2016-03-28T21:00,424.06,426.41,425.07,423.51,1153,0.10,2.37,62.30,40.15,420.98,419.48,422.81,425.32,57.13,410.85,431.60,0,2.65
2016-03-29T01:00,425.45,425.83,424.10,422.79,682,-0.04,2.36,58.80,27.87,421.36,419.77,423.36,425.38,41.40,411.20,432.06,-0.01,2.68
2016-03-29T05:00,424.10,424.35,415.15,415.00,5668,-0.72,2.18,37.74,0.00,421.32,419.78,423.25,423.87,-50.26,410.72,432.34,-0.03,3.16
2016-03-29T09:00,415.15,416.33,412.96,406.51,12452,-1.26,1.86,34.49,0.00,421.12,419.64,423.05,422.17,-131.33,409.87,432.74,-0.03,3.63
2016-03-29T13:00,413.09,415.50,414.95,413.00,2142,-1.43,1.50,39.58,11.35,421.00,419.63,422.92,421.04,-92.41,409.47,433.01,-0.03,3.55
2016-03-29T17:00,414.85,416.59,416.00,414.85,1152,-1.41,1.15,42.14,17.05,420.99,419.65,422.83,420.23,-74.99,409.27,433.26,-0.02,3.42
2016-03-29T21:00,415.87,415.99,415.36,414.50,1111,-1.37,0.81,41.00,17.48,420.99,419.65,422.06,419.42,-81.28,408.96,433.51,-0.02,3.29
2016-03-30T01:00,415.36,416.00,412.90,410.25,1787,-1.44,0.45,36.88,7.08,420.84,419.52,420.95,418.28,-105.89,408.24,433.85,-0.03,3.46
2016-03-30T05:00,412.90,414.60,413.42,412.90,650,-1.38,0.11,38.29,11.26,420.68,419.40,420.03,417.39,-93.52,407.68,434.15,-0.03,3.34
2016-03-30T09:00,413.67,413.74,412.05,408.58,2996,-1.35,-0.23,36.00,4.59,420.49,419.25,419.08,416.39,-112.31,406.89,434.46,-0.03,3.47
2016-03-30T13:00,412.07,414.80,413.78,411.61,1613,-1.16,-0.52,40.81,22.73,420.35,419.17,418.24,415.82,-82.81,406.40,434.60,-0.02,3.45
2016-03-30T17:00,413.80,414.38,413.10,413.00,881,-1.01,-0.77,39.55,18.19,420.15,419.07,417.37,415.22,-73.29,406.12,433.50,0,3.3
2016-03-30T21:00,413.04,416.68,415.20,413.04,878,-0.73,-0.95,45.18,38.44,419.59,419.01,416.80,415.07,-50.75,406.37,431.82,0.01,3.32
2016-03-31T01:00,415.30,417.94,416.26,415.00,1984,-0.43,-1.06,47.82,47.93,418.96,418.97,416.29,415.12,-29.00,406.47,430.61,0,3.3
2016-03-31T05:00,416.11,417.34,416.10,414.53,1292,-0.23,-1.12,47.44,53.27,418.42,418.96,415.76,415.16,-29.97,406.41,429.65,0,3.26
2016-03-31T09:00,416.10,416.71,416.00,414.12,735,-0.08,-1.14,47.20,95.35,417.94,418.98,415.16,415.17,-30.52,406.33,428.69,0,3.21
2016-03-31T13:00,415.50,418.25,417.19,415.50,1621,0.10,-1.11,50.50,100.00,417.50,419.02,414.69,415.40,-2.30,406.27,427.86,0.01,3.18
2016-03-31T17:00,417.17,417.74,416.02,415.39,804,0.14,-1.08,47.36,78.34,417.01,419.00,414.75,415.40,-6.75,406.00,427.35,0.01,3.12
2016-03-31T21:00,416.03,417.60,416.81,415.27,477,0.22,-1.02,49.64,94.07,416.68,419.03,415.01,415.54,5.17,405.76,426.89,0.01,3.06
2016-04-01T01:00,416.83,417.10,416.00,414.00,948,0.22,-0.97,47.38,78.48,416.31,419.00,415.08,415.53,-6.80,405.46,426.38,0.01,3.07
2016-04-01T05:00,416.02,417.04,417.04,414.25,1501,0.28,-0.90,50.49,99.93,415.97,418.99,415.15,415.70,23.69,405.18,425.86,0.01,3.05
2016-04-01T09:00,416.97,417.09,417.09,415.96,1037,0.32,-0.82,50.64,100.00,415.59,418.66,415.26,415.86,74.23,404.85,425.49,0,2.91
2016-04-01T13:00,417.09,417.19,416.79,415.92,659,0.31,-0.74,49.66,93.31,415.25,418.24,415.52,415.95,77.37,405.31,425.19,0,2.79
2016-04-01T17:00,416.79,417.90,417.89,415.84,889,0.37,-0.65,53.24,100.00,415.38,417.92,415.82,416.23,101.57,406.22,424.77,0,2.74
2016-04-01T21:00,417.89,422.80,420.04,417.53,3599,0.53,-0.52,59.32,100.00,415.71,417.72,416.35,416.84,220.66,406.71,424.80,0.01,2.92
2016-04-02T01:00,420.39,421.01,420.49,418.87,868,0.63,-0.36,60.48,100.00,415.98,417.52,416.80,417.46,186.07,407.01,424.94,0.01,2.87
2016-04-02T05:00,420.48,421.15,419.74,419.14,569,0.62,-0.20,57.53,77.79,416.16,417.31,417.24,417.86,156.71,407.48,424.91,0.01,2.8
2016-04-02T09:00,419.74,420.79,419.76,418.69,371,0.58,-0.06,57.59,78.24,416.37,417.17,417.55,418.21,133.54,408.49,424.58,0.01,2.75
2016-04-02T13:00,419.99,420.56,419.90,419.50,278,0.54,0.08,58.04,81.63,416.70,417.04,417.79,418.53,126.31,409.42,424.30,0.01,2.63
2016-04-02T17:00,420.19,420.60,420.30,419.89,416,0.51,0.20,59.34,91.31,417.03,416.92,418.07,418.88,118.91,410.77,423.78,0.01,2.5
2016-04-02T21:00,420.30,420.60,419.52,419.50,441,0.41,0.31,55.71,63.64,417.38,416.73,418.31,419.05,89.88,411.73,423.39,0.01,2.4
2016-04-03T01:00,419.52,419.52,418.77,418.61,201,0.28,0.38,52.39,38.24,417.62,416.55,418.41,419.06,47.98,412.83,422.86,0,2.29
2016-04-03T05:00,418.78,419.75,419.68,418.60,327,0.23,0.43,55.83,64.50,417.93,416.70,418.65,419.22,55.15,413.31,422.83,0,2.21
2016-04-03T09:00,419.73,421.82,421.00,419.02,762,0.27,0.50,60.30,98.34,418.21,416.97,418.93,419.59,93.53,413.50,423.11,0,2.25
2016-04-03T13:00,421.01,421.01,420.26,419.74,390,0.23,0.56,56.83,66.27,418.40,417.15,419.22,419.78,75.66,413.72,423.30,0,2.18
2016-04-03T17:00,420.26,421.22,420.60,416.00,2138,0.21,0.61,58.03,77.36,418.61,417.30,419.46,420.00,30.07,413.93,423.56,0,2.4
2016-04-03T21:00,420.99,421.20,419.70,419.52,885,0.13,0.65,53.77,17.06,418.79,417.45,419.63,420.03,61.19,414.04,423.70,0,2.35
2016-04-04T01:00,419.70,420.98,420.00,419.51,203,0.08,0.67,54.96,31.77,418.92,417.68,419.84,420.10,58.58,414.23,423.91,0,2.28
2016-04-04T05:00,420.00,420.07,419.01,417.28,527,-0.03,0.66,50.37,0.00,419.07,417.87,419.92,419.99,-11.31,414.35,424.01,0,2.32
2016-04-04T09:00,418.99,419.58,419.58,416.24,2235,-0.06,0.64,52.81,24.57,419.20,418.12,419.89,419.99,-40.61,414.52,424.19,0,2.39
2016-04-04T13:00,419.67,420.99,420.72,419.11,1185,-0.01,0.64,57.34,70.19,419.42,418.35,419.90,420.18,65.14,414.73,424.36,0,2.36
2016-04-04T17:00,420.81,420.83,420.46,419.31,717,-0.00,0.64,56.02,56.90,419.59,418.60,419.95,420.30,56.06,414.96,424.46,0,2.3
2016-04-04T21:00,420.46,424.66,423.52,419.61,2846,0.19,0.69,65.94,100.00,419.89,418.87,420.20,420.93,264.72,415.10,425.00,0.01,2.49
2016-04-05T01:00,423.52,425.00,421.80,421.80,994,0.19,0.74,58.02,49.13,420.13,419.06,420.33,421.18,282.29,415.36,425.12,0,2.54
2016-04-05T05:00,421.80,423.07,421.96,420.69,1288,0.18,0.78,58.52,52.34,420.32,419.25,420.44,421.41,152.35,415.79,424.89,0,2.53
2016-04-05T09:00,421.76,423.09,422.50,421.63,592,0.19,0.83,60.24,63.39,420.44,419.47,420.64,421.70,157.68,416.26,424.62,0.01,2.46
2016-04-05T13:00,422.56,423.02,422.25,422.00,640,0.17,0.87,59.02,55.56,420.53,419.64,420.87,421.91,129.88,416.63,424.50,0.01,2.35
2016-04-05T17:00,422.25,424.54,423.75,422.09,913,0.23,0.93,63.76,86.00,420.72,419.90,421.14,422.34,158.51,416.86,424.67,0.01,2.36
2016-04-05T21:00,423.75,424.32,422.99,422.54,380,0.20,0.98,59.97,61.66,420.87,420.10,421.27,422.58,123.81,417.15,424.69,0.01,2.32
2016-04-06T01:00,422.99,424.68,423.30,422.55,878,0.18,1.03,60.99,68.21,421.03,420.35,421.48,422.83,114.81,417.41,424.73,0.01,2.3
2016-04-06T05:00,423.30,423.30,422.33,421.69,1225,0.09,1.05,56.18,37.32,421.13,420.52,421.59,422.87,59.81,417.62,424.80,0,2.26
2016-04-06T09:00,422.39,423.59,423.01,422.01,1682,0.06,1.06,58.64,53.11,421.29,420.72,421.81,423.02,70.81,417.79,425.06,0,2.21
2016-04-06T13:00,422.65,423.16,422.90,422.00,1114,0.02,1.07,58.07,40.06,421.49,420.92,422.01,423.13,56.90,417.97,425.19,0,2.13
2016-04-06T17:00,422.90,423.27,422.57,422.57,408,-0.03,1.06,56.31,2.92,421.63,421.08,422.24,423.16,57.02,418.23,425.09,0,2.03
2016-04-06T21:00,422.57,422.86,421.02,421.02,945,-0.17,1.02,48.81,0.00,421.63,421.11,422.34,422.91,1.14,418.35,425.05,0,2.02
2016-04-07T01:00,421.02,421.68,421.23,417.78,2602,-0.25,0.95,49.78,5.66,421.68,421.14,422.37,422.72,-71.20,418.47,424.99,0,2.15
2016-04-07T05:00,421.23,421.70,420.67,420.26,793,-0.33,0.87,47.20,0.00,421.68,421.17,422.39,422.46,-42.17,418.51,425.05,-0.01,2.1
2016-04-07T09:00,420.55,421.96,421.51,419.90,1139,-0.32,0.79,51.28,24.64,421.77,421.23,422.25,422.37,-33.41,418.60,425.10,0,2.1
2016-04-07T13:00,421.52,422.49,421.94,421.50,984,-0.27,0.73,53.28,36.71,421.86,421.30,422.26,422.37,4.76,418.75,425.25,0,2.02
2016-04-07T17:00,421.94,422.57,422.28,420.01,1268,-0.21,0.67,54.85,46.20,422.01,421.36,422.28,422.42,-33.69,418.89,425.38,0,2.06
2016-04-07T21:00,422.29,422.49,422.49,420.03,1058,-0.16,0.63,55.84,52.17,422.15,421.46,422.28,422.50,-38.62,419.02,425.43,0,2.09
2016-04-08T01:00,422.49,424.00,423.48,421.98,1320,-0.06,0.62,60.26,94.71,422.28,421.62,422.36,422.73,81.41,419.15,425.60,0,2.08
2016-04-08T05:00,423.49,424.49,422.70,422.16,937,-0.05,0.61,55.54,60.48,422.39,421.72,422.29,422.80,73.46,419.50,425.17,0,2.1
2016-04-08T09:00,422.70,423.97,423.54,422.37,868,0.01,0.61,59.24,92.19,422.39,421.80,422.33,423.00,85.50,419.63,425.21,0.01,2.06
2016-04-08T13:00,423.54,424.08,418.40,415.50,4070,-0.29,0.54,38.26,0.00,422.23,421.74,422.00,422.28,-210.04,419.04,425.44,-0.01,2.53
2016-04-08T17:00,418.40,420.00,418.50,416.00,1603,-0.46,0.42,38.72,2.09,422.06,421.67,421.75,421.66,-226.66,418.59,425.49,-0.01,2.63
2016-04-08T21:00,418.23,418.76,415.56,412.00,3965,-0.73,0.24,31.40,0.00,421.73,421.53,421.25,420.62,-281.76,417.36,426.05,-0.01,2.93
2016-04-09T01:00,415.56,416.49,416.49,415.14,590,-0.81,0.04,35.55,14.38,421.46,421.42,420.83,419.88,-197.42,416.67,426.02,-0.01,2.82
2016-04-09T05:00,416.83,417.49,417.35,416.14,270,-0.76,-0.15,39.21,27.06,421.16,421.36,420.48,419.39,-134.76,416.19,425.93,-0.01,2.71
2016-04-09T09:00,417.35,417.79,417.48,416.60,544,-0.68,-0.32,39.77,29.00,420.89,421.29,420.24,418.99,-106.39,415.78,425.76,-0.01,2.6
2016-04-09T13:00,417.79,418.25,417.96,417.00,700,-0.56,-0.46,41.89,36.35,420.64,421.20,420.02,418.73,-80.79,415.46,425.65,-0.01,2.51
2016-04-09T17:00,417.96,418.50,418.47,417.49,270,-0.42,-0.57,44.14,44.14,420.45,421.13,419.88,418.59,-60.50,415.21,425.44,-0.01,2.4
2016-04-09T21:00,418.48,418.50,417.86,417.49,177,-0.34,-0.65,42.04,36.87,420.21,420.94,419.63,418.38,-59.26,414.90,425.25,-0.01,2.3
2016-04-10T01:00,417.86,418.00,417.78,417.58,133,-0.28,-0.72,41.76,35.90,419.97,420.81,419.36,418.18,-57.59,414.59,425.08,0,2.17
2016-04-10T05:00,417.78,422.90,420.51,417.71,1979,-0.04,-0.73,53.21,75.57,419.87,420.76,419.24,418.49,23.74,414.57,425.05,0,2.38
2016-04-10T09:00,420.56,421.62,421.36,420.40,735,0.17,-0.69,56.11,88.76,419.88,420.72,419.16,418.91,44.99,414.53,425.10,0.01,2.3
2016-04-10T13:00,421.58,421.90,421.90,421.10,633,0.34,-0.61,57.89,95.15,419.92,420.71,419.06,419.37,58.36,414.54,425.22,0.01,2.19
2016-04-10T17:00,421.90,422.00,421.32,420.60,618,0.39,-0.51,55.29,90.18,419.95,420.63,418.97,419.67,48.03,414.49,425.24,0.01,2.13
2016-04-10T21:00,421.32,421.75,421.75,420.89,479,0.44,-0.40,56.84,96.04,419.96,420.59,418.85,420.00,54.14,414.42,425.30,0.01,2.04
2016-04-11T01:00,421.72,421.75,421.14,420.70,462,0.41,-0.30,53.99,85.28,419.92,420.52,419.03,420.19,47.13,414.33,425.27,0.01,1.97
2016-04-11T05:00,421.14,422.36,421.13,418.80,1654,0.37,-0.20,53.94,82.32,419.87,420.48,419.20,420.35,35.97,414.23,425.24,0.01,2.09
2016-04-11T09:00,421.02,423.90,422.89,421.02,1887,0.44,-0.09,60.55,100.00,419.88,420.47,419.69,420.79,95.74,414.04,425.37,0.01,2.14
2016-04-11T13:00,422.90,423.66,423.22,421.89,822,0.48,0.03,61.67,100.00,419.87,420.48,420.14,421.24,106.70,413.86,425.61,0.01,2.12
2016-04-11T17:00,423.70,423.88,423.74,422.50,1101,0.52,0.16,63.42,100.00,419.92,420.52,420.57,421.71,120.69,413.62,425.86,0.01,2.06
2016-04-11T21:00,423.74,428.37,428.36,423.56,4640,0.81,0.36,74.54,100.00,420.15,420.77,421.29,422.92,188.90,413.33,427.15,0.02,2.26
2016-04-12T01:00,428.26,430.00,426.29,425.55,3849,0.81,0.56,65.00,70.90,420.53,420.94,421.85,423.60,176.67,413.44,427.81,0.01,2.42
2016-04-12T05:00,426.29,426.46,426.45,425.01,527,0.77,0.75,65.37,72.03,420.91,421.13,422.38,424.22,132.50,414.13,428.22,0.01,2.35
2016-04-12T09:00,426.45,428.76,426.78,425.47,2647,0.73,0.93,66.16,60.71,421.44,421.30,422.97,424.80,143.29,414.61,428.76,0.01,2.41
2016-04-12T13:00,427.00,428.36,426.00,424.88,2233,0.60,1.08,62.52,41.65,421.89,421.44,423.52,425.17,111.35,415.02,429.21,0.01,2.49
2016-04-12T17:00,425.80,427.00,426.59,424.79,880,0.52,1.21,64.13,49.47,422.33,421.58,423.93,425.58,92.48,415.41,429.74,0.01,2.47
2016-04-12T21:00,426.78,427.68,427.02,426.01,903,0.45,1.33,65.30,55.15,422.79,421.73,424.31,426.00,99.73,415.73,430.32,0.01,2.41
2016-04-13T01:00,427.02,427.35,425.32,424.51,1013,0.27,1.39,57.35,16.55,423.14,421.80,424.53,426.06,62.81,416.07,430.67,0,2.44
2016-04-13T05:00,425.32,426.00,425.04,423.51,1644,0.11,1.42,56.14,10.68,423.45,421.87,424.78,426.06,34.12,416.47,430.99,0,2.45
2016-04-13T09:00,425.04,425.98,425.50,423.00,1968,0.02,1.43,57.72,18.35,423.81,421.94,425.03,426.13,26.46,416.89,431.34,-0.01,2.49
2016-04-13T13:00,425.50,425.87,424.84,424.63,610,-0.09,1.40,54.67,0.00,424.15,422.15,425.28,426.06,29.82,417.11,431.55,0,2.4
2016-04-13T17:00,424.57,425.33,424.73,424.30,530,-0.18,1.36,54.16,0.00,424.35,422.36,425.52,425.98,14.84,417.31,431.69,0,2.3
2016-04-13T21:00,424.73,426.49,426.34,424.33,901,-0.13,1.32,60.06,28.95,424.59,422.72,425.75,426.18,42.50,417.55,431.89,0,2.29
2016-04-14T01:00,426.34,426.34,424.05,424.02,565,-0.25,1.26,50.16,0.00,424.69,422.97,425.80,425.95,3.02,417.71,432.01,0,2.29
2016-04-14T05:00,424.05,425.49,424.98,424.01,505,-0.27,1.19,53.52,21.00,424.86,423.23,425.89,425.91,-3.43,417.92,432.12,0,2.23
2016-04-14T09:00,424.98,425.80,425.37,424.62,849,-0.25,1.13,54.89,29.56,425.04,423.49,425.69,425.93,8.83,418.16,432.31,0,2.16
2016-04-14T13:00,425.40,425.99,425.76,424.73,545,-0.21,1.08,56.27,38.19,425.26,423.75,425.65,426.02,10.29,418.42,432.51,0,2.09
2016-04-14T17:00,425.76,426.25,426.01,425.08,790,-0.17,1.04,57.18,46.37,425.49,424.00,425.62,426.13,21.61,418.71,432.52,0,2.03
2016-04-14T21:00,426.01,428.49,427.78,426.01,2802,-0.03,1.03,63.04,85.07,425.72,424.33,425.69,426.52,139.05,419.07,432.63,0.01,2.06
