Date,High,Low,Open,Close,rsi,label
2015-09-14 09:00:00,233.9,229.8,229.99,232.42,37.13,0
2015-09-14 13:00:00,232.78,231.88,232.36,232.25,36.62,0
2015-09-14 17:00:00,232.9,230.8,232.25,230.89,32.76,0
2015-09-14 21:00:00,232.9,227.33,231.07,231.7,37.02,0
2015-09-15 01:00:00,232.41,231.1,231.6,231.23,35.61,0
2015-09-15 05:00:00,232.93,230.5,231.23,231.04,35.03,0
2015-09-15 09:00:00,232.38,230.98,231.04,231.26,36.32,0
2015-09-15 13:00:00,231.49,230.02,231.26,230.24,33.04,0
2015-09-15 17:00:00,231.48,229.5,230.24,230.93,37.18,0
2015-09-15 21:00:00,232.12,230.77,230.93,232.12,43.64,0
2015-09-16 01:00:00,232.03,231.08,232.0,231.08,39.79,0
2015-09-16 05:00:00,231.39,227.38,231.08,227.95,30.93,0
2015-09-16 09:00:00,229.87,227.85,227.99,229.0,36.07,0
2015-09-16 13:00:00,229.02,227.68,229.0,228.22,34.05,0
2015-09-16 17:00:00,229.0,228.14,228.2,228.99,37.76,0
2015-09-16 21:00:00,230.8,228.99,228.99,229.98,42.27,0
2015-09-17 01:00:00,230.32,229.05,229.98,229.76,41.55,0
2015-09-17 05:00:00,230.14,229.04,229.76,230.08,43.07,0
2015-09-17 09:00:00,235.71,230.0,230.0,232.32,52.39,0
2015-09-17 13:00:00,235.71,232.32,232.34,233.8,57.36,0
2015-09-17 17:00:00,235.94,231.4,233.82,233.61,56.54,0
2015-09-17 21:00:00,236.26,233.22,233.65,234.01,57.9,0
2015-09-18 01:00:00,235.0,233.98,234.0,234.63,59.99,0
2015-09-18 05:00:00,235.63,233.5,234.37,233.5,54.67,0
2015-09-18 09:00:00,235.12,232.53,233.5,234.07,56.75,0
2015-09-18 13:00:00,234.37,233.11,234.07,234.23,57.35,0
2015-09-18 17:00:00,234.81,227.0,234.23,233.78,55.06,0
2015-09-18 21:00:00,234.19,233.05,233.78,233.63,54.28,0
2015-09-19 01:00:00,233.73,233.01,233.63,233.7,54.61,0
2015-09-19 05:00:00,233.87,233.02,233.69,233.02,50.86,0
2015-09-19 09:00:00,233.21,231.5,233.02,232.63,48.8,0
2015-09-19 13:00:00,232.9,232.3,232.64,232.42,47.67,0
2015-09-19 17:00:00,232.48,231.53,232.42,232.09,45.88,0
2015-09-19 21:00:00,232.25,231.85,232.01,232.24,46.86,0
2015-09-20 01:00:00,233.38,231.66,232.24,232.9,51.04,0
2015-09-20 05:00:00,233.22,232.24,232.9,232.56,48.91,0
2015-09-20 09:00:00,233.05,231.4,232.56,232.42,48.02,0
2015-09-20 13:00:00,233.2,232.09,232.42,232.27,47.03,0
2015-09-20 17:00:00,232.74,231.87,232.27,232.12,46.01,0
2015-09-20 21:00:00,232.97,231.87,232.11,232.14,46.18,0
2015-09-21 01:00:00,232.29,227.0,232.18,227.85,26.9,0
2015-09-21 05:00:00,229.03,227.19,227.76,228.82,33.64,0
2015-09-21 09:00:00,229.29,227.96,228.82,227.98,30.98,0
2015-09-21 13:00:00,228.89,227.88,227.99,228.46,34.19,0
2015-09-21 17:00:00,228.66,226.38,228.46,227.22,30.27,0
2015-09-21 21:00:00,229.47,227.22,227.22,228.33,37.2,0
2015-09-22 01:00:00,228.59,224.25,228.55,225.46,29.14,0
2015-09-22 05:00:00,233.95,225.45,225.46,231.49,52.46,0
2015-09-22 09:00:00,232.35,230.77,231.48,231.24,51.7,0
2015-09-22 13:00:00,232.72,230.8,231.1,231.32,51.94,0
2015-09-22 17:00:00,231.75,230.26,231.58,231.11,51.22,0
2015-09-22 21:00:00,233.0,231.15,231.43,232.17,54.64,0
2015-09-23 01:00:00,232.48,231.56,232.19,231.85,53.42,0
2015-09-23 05:00:00,231.9,230.03,231.57,230.53,48.62,0
2015-09-23 09:00:00,231.67,230.5,230.53,231.58,52.29,0
2015-09-23 13:00:00,231.87,230.65,231.58,231.52,52.06,0
2015-09-23 17:00:00,231.73,230.07,231.52,230.54,48.34,0
2015-09-23 21:00:00,232.14,230.54,230.54,231.57,52.21,0
2015-09-24 01:00:00,233.5,231.55,231.57,232.45,55.29,0
2015-09-24 05:00:00,232.5,231.74,232.47,232.47,55.36,0
2015-09-24 09:00:00,233.7,232.29,232.47,233.69,59.55,0
2015-09-24 13:00:00,236.25,233.33,233.69,235.9,65.81,0
2015-09-24 17:00:00,236.2,232.61,235.9,234.65,60.14,0
2015-09-24 21:00:00,234.71,233.05,234.65,233.84,56.73,0
2015-09-25 01:00:00,236.79,233.84,233.84,236.79,64.6,0
2015-09-25 05:00:00,237.59,236.16,236.79,237.5,66.2,0
2015-09-25 09:00:00,237.7,236.25,237.4,236.46,61.81,0
2015-09-25 13:00:00,237.24,235.65,236.46,236.1,60.32,0
2015-09-25 17:00:00,236.1,235.0,236.1,235.41,57.45,0
2015-09-25 21:00:00,235.95,235.0,235.41,235.61,58.07,0
2015-09-26 01:00:00,235.91,234.15,235.61,234.47,53.3,0
2015-09-26 05:00:00,234.92,234.04,234.47,234.86,54.67,0
2015-09-26 09:00:00,235.7,234.7,234.86,235.33,56.34,0
2015-09-26 13:00:00,235.35,233.75,235.26,235.3,56.2,0
2015-09-26 17:00:00,235.4,234.13,235.31,234.63,52.99,0
2015-09-26 21:00:00,234.69,233.77,234.63,234.66,53.12,0
2015-09-27 01:00:00,234.78,234.26,234.49,234.52,52.39,0
2015-09-27 05:00:00,234.77,233.5,234.53,233.5,47.33,0
2015-09-27 09:00:00,233.83,233.0,233.68,233.57,47.71,0
2015-09-27 13:00:00,233.95,233.11,233.57,233.78,48.88,0
2015-09-27 17:00:00,233.99,233.3,233.78,233.37,46.68,0
2015-09-27 21:00:00,238.3,233.37,233.37,238.0,65.52,0
2015-09-28 01:00:00,239.0,237.07,237.94,239.0,68.14,0
2015-09-28 05:00:00,240.0,238.26,239.0,238.6,65.98,0
2015-09-28 09:00:00,241.39,238.0,238.65,240.38,70.47,0
2015-09-28 13:00:00,240.5,238.59,240.38,239.01,63.53,0
2015-09-28 17:00:00,241.44,238.74,239.12,240.43,67.14,0
2015-09-28 21:00:00,241.5,238.57,240.43,239.82,64.2,0
2015-09-29 01:00:00,241.22,239.76,239.82,239.9,64.42,0
2015-09-29 05:00:00,239.9,236.88,239.9,237.25,52.83,0
2015-09-29 09:00:00,239.19,237.0,237.22,239.17,58.63,0
2015-09-29 13:00:00,239.29,237.01,238.75,237.83,53.67,0
2015-09-29 17:00:00,238.0,236.61,237.96,236.81,50.18,0
2015-09-29 21:00:00,238.78,236.78,236.9,238.52,55.41,0
2015-09-30 01:00:00,238.7,236.55,238.38,236.57,49.09,0
2015-09-30 05:00:00,236.77,235.11,236.57,236.46,48.75,0
2015-09-30 09:00:00,237.99,236.28,236.3,237.21,51.21,0
2015-09-30 13:00:00,238.39,237.1,237.21,237.35,51.68,0
2015-09-30 17:00:00,237.7,236.24,237.49,236.49,48.6,0
2015-09-30 21:00:00,238.0,236.3,236.49,237.96,53.68,0
2015-10-01 01:00:00,238.2,236.19,237.98,237.07,50.43,0
2015-10-01 05:00:00,237.37,236.23,236.39,237.14,50.69,0
2015-10-01 09:00:00,240.09,236.38,237.13,239.65,58.8,0
2015-10-01 13:00:00,240.0,238.77,239.62,239.06,56.45,0
2015-10-01 17:00:00,239.38,238.21,239.06,238.48,54.16,0
2015-10-01 21:00:00,238.9,238.01,238.25,238.7,54.91,0
2015-10-02 01:00:00,239.13,238.48,238.7,239.13,56.4,0
2015-10-02 05:00:00,240.0,237.4,239.1,237.83,50.9,0
2015-10-02 09:00:00,238.88,237.33,237.74,237.98,51.49,0
2015-10-02 13:00:00,238.34,237.51,237.98,237.69,50.23,0
2015-10-02 17:00:00,237.97,237.36,237.69,237.86,50.99,0
2015-10-02 21:00:00,238.66,237.68,237.84,238.49,53.78,0
2015-10-03 01:00:00,239.21,238.02,238.51,238.29,52.75,0
2015-10-03 05:00:00,239.09,238.12,238.28,239.09,56.34,0
2015-10-03 09:00:00,241.11,239.04,239.09,240.51,61.88,0
2015-10-03 13:00:00,240.9,239.63,240.51,239.89,58.4,0
2015-10-03 17:00:00,241.1,239.55,239.89,239.79,57.83,0
2015-10-03 21:00:00,240.92,239.29,239.79,239.99,58.7,0
2015-10-04 01:00:00,240.93,239.9,239.99,239.9,58.12,0
2015-10-04 05:00:00,239.91,239.81,239.9,239.89,58.05,0
2015-10-04 09:00:00,240.29,239.52,239.89,240.03,58.78,0
2015-10-04 13:00:00,240.3,239.53,240.03,239.8,57.03,0
2015-10-04 17:00:00,240.0,239.38,239.86,239.5,54.74,0
2015-10-04 21:00:00,240.4,238.62,239.5,239.99,57.72,0
2015-10-05 01:00:00,239.99,238.78,239.99,238.78,49.1,0
2015-10-05 05:00:00,239.09,236.24,238.6,239.09,51.12,0
2015-10-05 09:00:00,240.9,238.2,238.85,238.9,49.82,0
2015-10-05 13:00:00,241.29,238.91,238.91,241.11,61.95,1
2015-10-05 17:00:00,242.89,240.71,241.11,242.0,65.56,1
2015-10-05 21:00:00,242.54,241.51,242.01,241.57,62.48,1
2015-10-06 01:00:00,242.12,241.57,241.57,241.99,64.25,1
2015-10-06 05:00:00,242.17,241.53,242.0,242.01,64.33,0
2015-10-06 09:00:00,249.01,241.95,242.15,247.74,79.55,0
2015-10-06 13:00:00,248.09,246.18,247.73,247.39,77.38,0
2015-10-06 17:00:00,248.19,246.44,247.39,247.36,77.19,0
2015-10-06 21:00:00,247.93,247.1,247.36,247.26,76.5,0
2015-10-07 01:00:00,247.32,246.7,247.23,246.89,73.86,0
2015-10-07 05:00:00,246.99,244.2,246.99,245.57,65.24,0
2015-10-07 09:00:00,246.38,245.03,245.52,245.58,65.27,0
2015-10-07 13:00:00,245.98,244.99,245.51,245.61,65.38,0
2015-10-07 17:00:00,245.95,243.5,245.61,244.0,55.54,0
2015-10-07 21:00:00,245.65,244.0,244.0,245.23,60.44,0
2015-10-08 01:00:00,245.63,244.73,245.23,245.22,60.38,0
2015-10-08 05:00:00,245.34,243.3,245.14,244.43,55.8,0
2015-10-08 09:00:00,244.8,243.55,244.43,244.25,54.78,0
2015-10-08 13:00:00,244.5,243.0,244.25,244.14,54.13,0
2015-10-08 17:00:00,244.27,242.62,244.16,243.0,47.8,0
2015-10-08 21:00:00,244.28,242.63,243.0,244.0,53.0,0
2015-10-09 01:00:00,244.74,243.46,244.04,244.0,53.0,0
2015-10-09 05:00:00,244.3,243.45,244.0,244.26,54.36,0
2015-10-09 09:00:00,245.45,244.05,244.21,244.83,57.3,0
2015-10-09 13:00:00,244.85,244.4,244.82,244.41,54.52,0
2015-10-09 17:00:00,244.94,244.21,244.41,244.82,56.73,0
2015-10-09 21:00:00,245.4,244.76,244.82,245.4,59.71,0
2015-10-10 01:00:00,245.4,244.0,245.4,244.54,53.79,0
2015-10-10 05:00:00,244.54,243.5,244.54,244.0,50.41,0
2015-10-10 09:00:00,245.28,244.0,244.0,245.12,56.51,0
2015-10-10 13:00:00,246.41,245.01,245.12,246.02,60.7,0
2015-10-10 17:00:00,246.02,245.82,246.0,246.01,60.63,0
2015-10-10 21:00:00,246.52,243.75,246.01,245.36,56.11,0
2015-10-11 01:00:00,245.89,245.11,245.36,245.77,58.23,0
2015-10-11 05:00:00,245.89,244.98,245.77,245.21,54.37,0
2015-10-11 09:00:00,245.92,245.04,245.21,245.69,57.0,0
2015-10-11 13:00:00,248.73,245.68,245.69,247.83,66.31,0
2015-10-11 17:00:00,248.68,247.14,247.8,248.0,66.93,0
2015-10-11 21:00:00,248.14,247.02,247.92,248.14,67.45,0
2015-10-12 01:00:00,248.14,247.48,248.13,247.9,65.53,0
2015-10-12 05:00:00,248.45,247.43,247.9,247.97,65.84,0
2015-10-12 09:00:00,247.95,245.21,247.76,246.53,55.03,0
2015-10-12 13:00:00,247.48,246.11,246.53,246.54,55.08,0
2015-10-12 17:00:00,247.0,246.01,246.54,246.18,52.58,0
2015-10-12 21:00:00,246.68,244.0,246.18,245.32,47.09,0
2015-10-13 01:00:00,248.65,245.08,245.32,248.2,61.57,0
2015-10-13 05:00:00,253.43,247.63,247.99,251.98,72.3,0
2015-10-13 09:00:00,252.58,250.1,252.1,250.66,65.43,0
2015-10-13 13:00:00,251.3,250.1,250.66,250.84,65.91,0
2015-10-13 17:00:00,251.62,249.9,250.84,251.08,66.57,0
2015-10-13 21:00:00,251.38,250.1,251.08,250.26,62.14,0
2015-10-14 01:00:00,252.5,250.23,250.26,252.28,67.82,0
2015-10-14 05:00:00,252.37,250.11,252.28,251.31,62.94,0
2015-10-14 09:00:00,253.86,251.07,251.07,253.33,68.09,0
2015-10-14 13:00:00,255.95,253.3,253.33,254.13,69.87,0
2015-10-14 17:00:00,254.67,253.5,254.17,253.5,66.71,0
2015-10-14 21:00:00,257.0,253.5,253.5,255.37,70.92,0
2015-10-15 01:00:00,256.61,253.6,255.37,253.93,64.18,0
2015-10-15 05:00:00,256.89,253.44,253.5,255.69,68.16,0
2015-10-15 09:00:00,257.5,254.9,255.69,255.82,68.44,1
2015-10-15 13:00:00,255.99,254.36,255.82,255.1,65.04,1
2015-10-15 17:00:00,255.5,254.04,254.88,255.19,65.28,1
2015-10-15 21:00:00,257.1,254.91,255.19,256.14,67.71,0
2015-10-16 01:00:00,257.37,255.8,255.88,257.24,70.31,1
2015-10-16 05:00:00,262.04,257.07,257.27,260.51,76.39,1
2015-10-16 09:00:00,266.71,260.4,260.51,265.61,82.44,1
2015-10-16 13:00:00,267.83,262.25,265.6,265.94,82.74,1
2015-10-16 17:00:00,265.96,260.25,265.96,263.45,72.43,0
2015-10-16 21:00:00,267.49,262.77,263.47,267.41,77.28,0
2015-10-17 01:00:00,272.75,258.32,267.41,268.83,78.73,0
2015-10-17 05:00:00,271.93,268.0,269.92,270.03,79.89,0
2015-10-17 09:00:00,275.19,270.01,270.03,274.48,83.5,0
2015-10-17 13:00:00,274.5,264.0,274.5,267.72,64.55,0
2015-10-17 17:00:00,275.0,267.49,267.89,272.9,70.14,0
2015-10-17 21:00:00,274.66,270.35,272.94,271.14,66.32,0
2015-10-18 02:00:00,272.16,269.34,271.14,272.0,67.26,0
2015-10-18 06:00:00,273.15,269.32,272.06,269.95,62.76,0
2015-10-18 10:00:00,269.95,263.3,269.95,264.05,51.99,0
2015-10-18 14:00:00,266.65,263.46,264.06,265.24,53.72,0
2015-10-18 18:00:00,265.5,264.0,265.25,265.01,53.32,0
2015-10-18 22:00:00,266.99,265.02,265.29,266.97,56.29,0
2015-10-19 02:00:00,268.28,262.35,266.97,264.41,51.66,0
2015-10-19 06:00:00,265.0,263.05,264.49,264.7,52.14,0
2015-10-19 10:00:00,266.7,263.71,264.71,265.53,53.56,0
2015-10-19 14:00:00,266.16,263.84,265.73,264.52,51.55,0
2015-10-19 18:00:00,265.27,263.51,264.52,265.1,52.65,0
2015-10-19 22:00:00,266.5,265.02,265.03,265.52,53.48,0
2015-10-20 02:00:00,269.03,264.39,265.52,268.36,58.7,0
2015-10-20 06:00:00,268.84,266.0,268.35,266.9,55.26,0
2015-10-20 10:00:00,269.9,266.31,266.94,268.89,58.8,0
2015-10-20 14:00:00,273.97,267.92,268.89,271.86,63.45,0
2015-10-20 18:00:00,273.25,269.01,272.0,271.05,61.42,0
2015-10-20 22:00:00,272.28,270.24,270.99,270.93,61.1,0
2015-10-21 02:00:00,272.01,266.36,270.93,268.67,55.38,0
2015-10-21 06:00:00,269.47,264.5,268.95,266.67,50.85,0
2015-10-21 10:00:00,269.0,264.1,266.57,268.6,54.7,0
2015-10-21 14:00:00,268.99,268.01,268.29,268.73,54.96,0
2015-10-21 18:00:00,268.8,267.3,268.73,267.8,52.66,0
2015-10-21 22:00:00,268.69,267.3,267.99,267.93,52.96,0
2015-10-22 02:00:00,270.5,267.6,267.69,270.11,57.73,0
2015-10-22 06:00:00,279.97,270.26,270.28,276.0,67.36,0
2015-10-22 10:00:00,278.44,274.6,276.0,274.99,64.64,0
2015-10-22 14:00:00,275.31,274.0,275.0,274.1,62.26,0
2015-10-22 18:00:00,276.47,274.09,274.09,275.83,64.96,0
2015-10-22 22:00:00,277.04,275.15,275.83,275.17,63.1,0
2015-10-23 02:00:00,280.5,275.15,275.17,278.97,68.66,0
2015-10-23 06:00:00,280.9,278.03,278.97,279.19,68.95,0
2015-10-23 10:00:00,279.4,275.36,279.3,278.2,65.98,0
2015-10-23 14:00:00,278.7,277.46,278.0,278.7,66.76,0
2015-10-23 18:00:00,279.25,277.75,278.7,279.21,67.58,0
2015-10-23 22:00:00,281.58,279.0,279.21,281.58,71.13,0
2015-10-24 02:00:00,282.4,279.7,281.57,280.02,66.0,0
2015-10-24 06:00:00,281.7,279.7,280.01,280.31,66.49,1
2015-10-24 10:00:00,282.4,279.99,280.31,282.04,69.29,0
2015-10-24 14:00:00,282.4,280.35,282.04,280.69,64.74,1
2015-10-24 18:00:00,284.47,280.7,280.7,284.19,70.2,1
2015-10-24 22:00:00,291.61,281.2,284.19,288.15,74.94,0
2015-10-25 02:00:00,292.98,286.34,288.19,289.98,76.77,0
2015-10-25 06:00:00,292.8,287.02,289.98,288.55,72.32,0
2015-10-25 10:00:00,295.99,288.12,288.57,295.35,78.66,0
2015-10-25 14:00:00,295.36,292.98,295.36,294.22,75.56,0
2015-10-25 18:00:00,294.42,284.25,294.42,284.79,55.8,0
2015-10-25 22:00:00,287.92,284.26,284.7,285.92,57.24,0
2015-10-26 02:00:00,286.6,282.25,285.92,285.97,57.31,0
2015-10-26 06:00:00,286.17,284.13,285.95,285.99,57.34,0
2015-10-26 10:00:00,287.49,285.1,285.97,285.49,56.32,0
2015-10-26 14:00:00,285.8,284.12,285.49,284.7,54.68,0
2015-10-26 18:00:00,287.37,284.12,284.71,287.22,58.81,0
2015-10-26 22:00:00,293.18,287.1,287.22,287.8,59.72,0
2015-10-27 02:00:00,292.2,286.71,287.7,288.7,61.16,0
2015-10-27 06:00:00,291.3,288.47,288.47,290.75,64.28,0
2015-10-27 10:00:00,298.48,290.75,290.75,295.15,69.87,0
2015-10-27 14:00:00,297.48,292.1,295.15,296.43,71.28,1
2015-10-27 18:00:00,298.86,292.29,296.36,295.19,67.97,0
2015-10-27 22:00:00,303.68,295.29,295.38,301.45,74.43,0
2015-10-28 02:00:00,302.49,297.8,301.2,300.01,70.89,0
2015-10-28 06:00:00,305.0,299.0,300.12,302.79,73.51,0
2015-10-28 10:00:00,307.99,302.01,302.79,306.09,76.25,0
2015-10-28 14:00:00,306.6,296.32,306.6,299.96,63.19,1
2015-10-28 18:00:00,304.88,299.73,299.96,304.5,67.61,0
2015-10-28 22:00:00,307.0,301.5,304.5,304.56,67.67,0
2015-10-29 02:00:00,307.83,304.46,304.56,307.44,70.29,1
2015-10-29 06:00:00,313.01,305.42,307.49,310.41,72.75,1
2015-10-29 10:00:00,316.55,307.0,310.41,315.75,76.51,0
2015-10-29 14:00:00,321.53,307.0,315.75,313.26,71.55,0
2015-10-29 18:00:00,316.74,311.0,313.26,314.88,72.78,0
2015-10-29 22:00:00,329.0,313.82,314.88,328.99,80.66,0
2015-10-30 02:00:00,335.99,322.0,328.99,333.89,82.55,0
2015-10-30 06:00:00,336.0,322.5,333.79,323.46,67.45,0
2015-10-30 10:00:00,325.0,314.0,323.45,324.01,67.78,0
2015-10-30 14:00:00,329.4,322.06,324.0,327.25,69.76,0
2015-10-30 18:00:00,329.9,319.34,327.1,328.19,70.32,0
2015-10-30 22:00:00,335.8,328.2,328.2,329.99,71.43,0
2015-10-31 02:00:00,330.38,321.35,329.99,327.87,68.21,0
2015-10-31 06:00:00,328.59,321.5,328.0,324.57,63.41,0
2015-10-31 10:00:00,327.07,318.0,324.58,319.4,56.68,0
2015-10-31 14:00:00,321.0,307.2,319.4,316.39,53.15,0
2015-10-31 18:00:00,317.51,309.43,316.38,316.0,52.69,0
2015-10-31 22:00:00,319.49,313.6,316.0,315.27,51.79,0
2015-11-01 02:00:00,324.99,314.63,315.27,319.61,56.54,0
2015-11-01 06:00:00,324.26,318.64,319.55,322.53,59.44,0
2015-11-01 10:00:00,322.97,317.51,322.53,318.83,54.48,0
2015-11-01 14:00:00,323.7,316.0,319.49,321.07,56.83,0
2015-11-01 18:00:00,333.49,320.79,321.07,330.23,64.82,1
2015-11-01 22:00:00,332.74,326.8,330.23,330.73,65.2,1
2015-11-02 02:00:00,333.0,328.83,330.73,332.54,66.6,1
2015-11-02 06:00:00,340.0,331.55,332.54,339.9,71.61,1
2015-11-02 10:00:00,343.72,336.76,339.9,338.37,69.29,1
2015-11-02 14:00:00,354.75,337.6,338.39,354.75,77.65,1
2015-11-02 18:00:00,373.12,350.5,354.75,365.33,81.21,1
2015-11-02 22:00:00,379.0,362.0,365.08,377.43,84.29,1
2015-11-03 02:00:00,383.99,361.11,377.43,373.61,79.84,1
2015-11-03 06:00:00,387.5,365.83,373.62,377.68,80.99,1
2015-11-03 10:00:00,398.0,377.64,378.61,393.77,84.71,1
2015-11-03 14:00:00,423.88,375.02,394.62,393.86,84.73,1
2015-11-03 18:00:00,408.99,381.02,393.1,404.99,86.8,1
2015-11-03 22:00:00,445.0,404.0,405.0,441.27,91.06,0
2015-11-04 02:00:00,454.43,415.0,440.63,441.21,91.0,0
2015-11-04 06:00:00,474.7,430.59,441.11,473.24,93.24,0
2015-11-04 10:00:00,504.0,456.41,473.89,485.0,93.84,0
2015-11-04 14:00:00,496.6,430.0,485.0,470.43,83.85,0
2015-11-04 18:00:00,471.97,366.66,469.95,409.23,56.59,0
2015-11-04 22:00:00,449.95,382.22,409.23,434.5,62.07,0
2015-11-05 02:00:00,437.5,375.0,434.5,395.37,51.27,0
2015-11-05 06:00:00,399.29,370.0,395.37,387.46,49.4,0
2015-11-05 10:00:00,407.0,380.0,387.46,389.05,49.8,0
