Date,High,Low,Open,Close,Volume,Macd,Macdsignal,rsi,bull_rsi,bear_rsi,stochK,stochD,ema21,ema50,ema100,ema200,bblower,bbupper,cci,roc,atr,adx,di_minus,di_plus
2015-09-04 17:00:00,231.61,230.88,231.34,230.89,653,0.25,0.34,59.62,61.6,59.57,83.59,79.1,229.28,227.11,222.05,215.98,226.29,231.49,140.76,0.01,2.23,20.65,13.6,23.82
2015-09-04 21:00:00,231.03,230.01,230.88,230.64,775,0.23,0.39,58.3,59.41,58.49,85.02,82.72,229.4,227.25,222.22,216.12,226.39,231.69,93.93,0.01,2.15,20.45,16.06,23.01
2015-09-05 01:00:00,230.99,230.06,230.64,230.6,430,0.2,0.44,58.08,59.04,58.31,81.77,83.46,229.51,227.38,222.38,216.27,226.46,231.86,84.59,0.01,2.06,20.26,15.53,22.26
2015-09-05 05:00:00,231.49,230.05,230.6,231.37,496,0.21,0.5,61.14,63.89,60.79,85.79,84.19,229.68,227.54,222.56,216.42,226.69,232.06,99.91,0.02,2.02,20.36,14.73,22.9
2015-09-05 09:00:00,235.66,231.0,231.37,235.06,5587,0.44,0.61,71.76,77.85,69.93,89.81,85.79,230.17,227.83,222.81,216.6,226.17,233.3,229.07,0.03,2.21,22.13,12.49,33.02
2015-09-05 13:00:00,239.76,234.64,235.0,235.05,3074,0.56,0.74,71.71,77.76,69.88,84.68,86.76,230.61,228.12,223.05,216.79,225.8,234.26,282.62,0.02,2.41,24.71,10.59,40.2
2015-09-05 17:00:00,237.16,235.0,235.05,235.84,1846,0.64,0.91,73.5,79.82,71.5,76.85,83.78,231.09,228.42,223.31,216.98,225.4,235.26,208.71,0.02,2.4,27.11,9.9,37.59
2015-09-05 21:00:00,248.48,235.5,235.84,242.01,9315,1.05,1.17,82.73,88.82,80.31,69.3,76.94,232.08,228.95,223.68,217.23,223.9,238.02,292.84,0.05,3.15,30.63,6.98,52.25
2015-09-06 01:00:00,244.0,237.06,242.01,239.53,3640,1.08,1.44,71.89,74.07,70.91,66.9,71.02,232.76,229.37,223.99,217.45,223.5,239.4,185.95,0.04,3.42,33.9,5.96,44.66
2015-09-06 05:00:00,242.0,238.01,239.53,240.74,1853,1.1,1.71,73.7,76.21,72.58,64.05,66.75,233.48,229.81,224.32,217.68,223.22,240.86,149.25,0.04,3.46,36.94,5.47,40.97
2015-09-06 09:00:00,245.99,240.74,240.77,241.42,3245,1.09,1.99,74.69,77.38,73.49,61.56,64.17,234.2,230.27,224.66,217.92,223.18,242.23,156.81,0.05,3.59,40.03,4.9,44.64
2015-09-06 13:00:00,241.83,239.52,241.43,240.93,1567,0.98,2.23,72.58,74.46,71.66,62.49,62.7,234.82,230.69,224.98,218.14,223.52,243.23,108.66,0.04,3.5,42.26,7.16,42.53
2015-09-06 17:00:00,242.81,240.49,241.0,240.98,855,0.84,2.44,72.66,74.57,71.74,61.37,61.81,235.38,231.09,225.3,218.37,223.96,244.08,103.68,0.04,3.41,44.41,6.81,42.51
2015-09-06 21:00:00,242.5,240.75,240.98,240.76,919,0.67,2.61,71.61,73.04,70.84,59.57,61.14,235.87,231.47,225.61,218.59,224.7,244.68,90.65,0.02,3.3,46.41,6.56,40.9
2015-09-07 01:00:00,241.82,239.03,240.76,241.49,1319,0.55,2.74,73.01,74.93,72.08,59.92,60.29,236.38,231.86,225.92,218.82,225.61,245.19,74.85,0.03,3.26,47.3,9.93,38.39
2015-09-07 05:00:00,241.5,240.39,241.49,240.7,1008,0.37,2.84,69.05,69.11,68.71,59.38,59.62,236.77,232.21,226.21,219.04,226.56,245.49,69.29,0.02,3.11,48.13,9.68,37.41
2015-09-07 09:00:00,243.0,240.24,240.7,241.58,1707,0.27,2.9,70.94,71.82,70.35,60.83,60.04,237.21,232.58,226.52,219.26,227.2,245.97,72.72,0.0,3.08,49.11,9.06,38.49
2015-09-07 13:00:00,241.78,240.6,241.58,240.8,909,0.12,2.93,67.03,66.11,67.02,58.8,59.67,237.53,232.9,226.8,219.48,228.04,246.19,58.77,0.01,2.95,50.02,8.8,37.39
2015-09-07 17:00:00,241.7,240.22,240.79,240.85,1101,-0.01,2.93,67.16,66.3,67.13,54.5,58.05,237.84,233.21,227.08,219.69,228.94,246.32,51.73,0.0,2.84,50.63,9.43,36.0
2015-09-07 21:00:00,244.77,240.27,240.91,242.75,2549,0.01,2.93,71.56,72.77,70.93,52.81,55.37,238.28,233.58,227.39,219.92,229.74,246.66,74.23,0.01,2.96,51.65,8.4,39.5
2015-09-08 01:00:00,245.44,242.6,242.98,245.0,2791,0.13,2.97,75.72,78.27,74.64,58.52,55.27,238.89,234.03,227.74,220.17,230.65,247.16,101.53,0.02,2.95,52.69,7.82,38.41
2015-09-08 05:00:00,247.68,244.49,245.0,245.06,4786,0.18,3.01,75.82,78.4,74.73,68.67,60.0,239.45,234.46,228.08,220.42,231.88,247.37,130.6,0.02,2.97,53.92,7.22,40.85
2015-09-08 09:00:00,246.52,242.51,245.08,242.99,3131,0.04,3.02,65.63,63.85,65.95,66.67,64.62,239.77,234.8,228.38,220.64,233.58,246.91,97.84,0.01,3.04,53.89,11.2,37.0
2015-09-08 13:00:00,244.96,242.84,243.0,244.69,1877,0.04,3.03,69.28,69.09,69.13,64.09,66.48,240.22,235.19,228.7,220.88,235.35,246.47,106.93,0.01,2.98,53.87,10.63,35.12
2015-09-08 17:00:00,244.79,244.01,244.6,244.2,1262,-0.03,3.03,67.07,66.02,67.2,58.9,63.22,240.58,235.54,229.01,221.11,236.33,246.41,106.15,0.01,2.82,53.84,10.42,34.42
2015-09-08 21:00:00,245.47,243.5,244.2,244.99,1664,-0.05,3.01,68.8,68.52,68.7,64.7,62.56,240.98,235.91,229.32,221.35,237.5,246.23,106.63,0.01,2.76,53.96,9.88,34.43
2015-09-09 01:00:00,245.57,240.25,244.99,241.0,2691,-0.34,2.93,53.51,48.51,55.12,50.48,58.03,240.99,236.11,229.55,221.55,238.71,245.54,-1.34,0.0,2.94,52.17,16.5,29.97
2015-09-09 05:00:00,241.15,238.38,241.1,240.17,4327,-0.58,2.79,50.98,45.44,52.8,36.97,50.72,240.91,236.27,229.76,221.73,238.51,245.55,-101.66,0.0,2.93,49.64,19.95,27.95
2015-09-09 09:00:00,240.84,239.23,240.17,239.78,1260,-0.75,2.6,49.78,43.98,51.71,19.03,35.49,240.81,236.41,229.96,221.91,238.56,245.53,-98.18,-0.01,2.84,47.28,19.14,26.81
2015-09-09 13:00:00,241.9,239.39,240.03,240.69,2731,-0.79,2.4,52.58,48.27,54.07,19.71,25.24,240.8,236.57,230.17,222.1,238.55,245.53,-68.72,-0.02,2.81,45.45,17.92,27.8
2015-09-09 17:00:00,240.71,238.51,240.68,239.06,1692,-0.89,2.18,47.48,41.89,49.45,15.73,18.16,240.64,236.67,230.35,222.27,238.21,245.64,-110.34,-0.02,2.77,43.31,19.18,26.22
2015-09-09 21:00:00,239.86,237.01,238.97,239.13,1374,-0.93,1.94,47.72,42.26,49.65,17.34,17.6,240.5,236.77,230.52,222.44,237.94,245.72,-131.05,-0.02,2.77,40.63,21.63,24.29
2015-09-10 01:00:00,239.57,237.01,239.09,238.65,1652,-0.95,1.71,46.2,40.33,48.27,14.18,15.75,240.33,236.84,230.68,222.6,237.6,245.84,-126.14,-0.02,2.76,38.14,20.2,22.68
2015-09-10 05:00:00,240.45,238.43,238.52,240.24,1514,-0.83,1.5,51.69,48.9,52.89,21.84,17.79,240.33,236.98,230.87,222.77,237.54,245.84,-72.0,-0.02,2.71,36.2,19.12,23.8
2015-09-10 09:00:00,241.9,239.73,240.42,240.56,3244,-0.7,1.32,52.74,50.49,53.77,26.3,20.77,240.35,237.12,231.07,222.95,237.47,245.82,-34.97,-0.02,2.67,34.95,18.01,26.3
2015-09-10 13:00:00,240.85,239.09,240.56,239.79,2154,-0.65,1.16,49.93,46.61,51.3,30.93,26.36,240.3,237.22,231.24,223.12,237.36,245.84,-61.53,-0.01,2.6,33.45,18.9,25.03
2015-09-10 17:00:00,240.49,239.01,239.75,239.49,858,-0.61,1.01,48.85,45.11,50.34,30.49,29.24,240.22,237.31,231.4,223.28,237.16,245.83,-64.16,0.0,2.52,32.01,18.33,23.98
2015-09-10 21:00:00,241.9,239.39,239.4,241.34,702,-0.44,0.9,55.32,55.03,55.79,36.26,32.56,240.32,237.47,231.6,223.46,237.2,245.85,-22.64,0.01,2.52,31.25,17.03,26.27
2015-09-11 01:00:00,242.42,239.64,241.34,241.49,2557,-0.32,0.82,55.8,55.75,56.21,43.96,36.91,240.43,237.63,231.79,223.64,237.24,245.87,-12.79,0.0,2.54,30.74,15.69,25.68
2015-09-11 05:00:00,242.89,228.42,241.47,241.25,4518,-0.24,0.76,54.77,54.21,55.32,59.24,46.49,240.5,237.77,231.98,223.81,237.2,245.76,-123.87,0.01,3.39,30.82,34.54,17.85
2015-09-11 09:00:00,241.49,239.51,241.25,240.54,813,-0.23,0.7,51.73,49.69,52.69,70.3,57.84,240.51,237.88,232.15,223.98,237.28,245.23,-21.6,0.01,3.29,30.9,33.06,17.08
2015-09-11 13:00:00,241.59,239.74,240.54,240.45,967,-0.23,0.64,51.34,49.11,52.35,80.57,70.04,240.5,237.98,232.32,224.14,237.44,244.61,-11.35,0.01,3.19,30.92,31.69,16.6
2015-09-11 17:00:00,241.0,240.3,240.72,240.6,686,-0.21,0.59,51.99,50.18,52.89,83.69,78.19,240.51,238.08,232.48,224.31,237.43,244.38,-2.74,0.0,3.01,30.94,31.16,16.32
2015-09-11 21:00:00,241.0,240.51,240.6,240.6,179,-0.19,0.54,51.99,50.18,52.89,83.83,82.7,240.52,238.18,232.64,224.47,237.69,243.71,10.91,0.0,2.83,30.97,30.78,16.12
2015-09-12 01:00:00,240.6,239.82,240.6,240.47,507,-0.19,0.5,51.3,49.07,52.31,83.87,83.8,240.52,238.27,232.8,224.63,237.97,243.06,-1.16,0.0,2.68,31.18,31.97,15.79
2015-09-12 05:00:00,241.0,239.88,240.47,240.66,895,-0.16,0.46,52.29,50.83,53.11,84.01,83.91,240.53,238.36,232.95,224.79,238.79,241.81,34.75,0.0,2.57,31.15,30.98,16.41
2015-09-12 09:00:00,240.78,239.01,240.66,239.39,926,-0.23,0.4,45.6,40.46,47.44,81.23,83.04,240.42,238.4,233.08,224.93,238.7,241.74,-24.35,-0.01,2.52,31.37,31.89,15.58
2015-09-12 13:00:00,239.47,235.33,239.39,235.7,5292,-0.49,0.28,32.56,24.39,35.64,70.24,78.49,240.0,238.3,233.13,225.04,237.51,242.48,-230.55,-0.02,2.63,32.49,38.3,13.83
2015-09-12 17:00:00,237.8,235.51,235.76,235.77,1483,-0.63,0.12,32.95,25.01,35.96,58.97,70.15,239.61,238.2,233.18,225.15,236.7,242.89,-205.5,-0.02,2.61,33.52,35.9,12.96
2015-09-12 21:00:00,236.85,235.34,235.77,236.06,846,-0.67,-0.05,34.64,27.77,37.35,51.3,60.17,239.29,238.11,233.24,225.26,236.1,243.03,-175.97,-0.02,2.53,34.52,34.85,12.41
2015-09-13 01:00:00,236.47,235.33,235.89,235.41,1052,-0.7,-0.22,32.65,25.44,35.51,50.63,53.64,238.94,238.01,233.28,225.36,235.47,243.29,-155.18,-0.02,2.43,35.44,33.71,11.99
2015-09-13 05:00:00,235.73,232.51,235.45,233.92,1813,-0.77,-0.42,28.59,20.96,31.7,46.37,49.44,238.48,237.85,233.3,225.44,234.54,243.7,-183.1,-0.03,2.49,36.92,38.69,10.88
2015-09-13 09:00:00,234.71,233.48,233.92,233.49,627,-0.8,-0.62,27.53,19.84,30.68,40.45,45.82,238.03,237.68,233.3,225.52,233.67,244.05,-155.35,-0.03,2.4,38.29,37.27,10.48
2015-09-13 13:00:00,233.49,228.95,233.48,230.6,4041,-0.96,-0.86,21.69,14.18,24.96,28.7,38.51,237.35,237.4,233.25,225.57,232.11,244.65,-193.56,-0.04,2.55,40.29,45.23,9.15
2015-09-13 17:00:00,231.97,229.51,230.6,230.96,1838,-0.97,-1.1,23.86,17.44,26.77,21.33,30.16,236.77,237.15,233.2,225.63,230.94,244.86,-165.63,-0.04,2.54,42.15,42.1,8.52
2015-09-13 21:00:00,232.48,229.35,231.11,229.89,2069,-0.99,-1.35,21.92,15.49,24.87,12.25,20.76,236.14,236.86,233.14,225.67,229.69,245.12,-146.11,-0.04,2.58,43.53,38.46,9.19
2015-09-14 01:00:00,230.65,228.4,229.9,230.09,1246,-0.93,-1.58,23.18,17.41,25.92,12.37,15.32,235.59,236.6,233.07,225.71,228.66,245.21,-141.62,-0.02,2.56,44.96,38.69,8.61
2015-09-14 05:00:00,230.44,229.15,230.09,229.99,1188,-0.83,-1.79,22.98,17.19,25.73,11.28,11.97,235.08,236.34,233.01,225.76,227.82,244.91,-122.42,-0.02,2.47,46.29,37.25,8.29
2015-09-14 09:00:00,233.9,229.8,229.99,232.42,2602,-0.55,-1.93,37.13,37.98,37.7,19.31,14.32,234.84,236.18,233.0,225.82,227.54,244.28,-72.68,-0.02,2.59,45.29,33.03,16.91
2015-09-14 13:00:00,232.78,231.88,232.36,232.25,971,-0.34,-2.01,36.62,37.26,37.25,25.21,18.6,234.61,236.03,232.99,225.89,227.33,243.6,-60.86,-0.01,2.47,44.36,32.17,16.47
2015-09-14 17:00:00,232.9,230.8,232.25,230.89,1492,-0.26,-2.08,32.76,31.84,33.82,28.5,24.34,234.27,235.83,232.95,225.94,226.96,243.0,-67.58,-0.01,2.44,43.81,33.36,15.46
2015-09-14 21:00:00,232.9,227.33,231.07,231.7,1948,-0.13,-2.11,37.02,37.82,37.48,31.78,28.49,234.04,235.67,232.92,225.99,226.82,242.27,-76.86,-0.01,2.66,44.13,37.68,13.15
2015-09-15 01:00:00,232.41,231.1,231.6,231.23,545,-0.05,-2.12,35.61,35.8,36.24,35.07,31.78,233.78,235.49,232.89,226.05,226.75,241.4,-53.95,0.0,2.57,44.43,36.31,12.67
2015-09-15 05:00:00,232.93,230.5,231.23,231.04,1902,0.01,-2.12,35.03,34.95,35.73,41.1,35.98,233.53,235.32,232.85,226.1,226.81,240.39,-50.76,0.0,2.56,44.83,35.52,11.81
2015-09-15 09:00:00,232.38,230.98,231.04,231.26,803,0.08,-2.1,36.32,36.86,36.83,42.78,39.65,233.32,235.16,232.82,226.15,227.06,239.21,-44.35,0.01,2.47,45.21,34.08,11.33
2015-09-15 13:00:00,231.49,230.02,231.26,230.24,1115,0.08,-2.08,33.04,32.02,33.96,42.27,42.05,233.04,234.97,232.77,226.19,227.5,237.73,-64.91,0.0,2.4,45.78,35.45,10.84
2015-09-15 17:00:00,231.48,229.5,230.24,230.93,1329,0.13,-2.04,37.18,38.13,37.47,47.0,44.02,232.85,234.81,232.73,226.23,228.09,236.3,-61.33,0.0,2.37,46.42,34.9,10.19
2015-09-15 21:00:00,232.12,230.77,230.93,232.12,860,0.25,-1.98,43.64,47.22,43.04,55.71,48.33,232.79,234.7,232.72,226.29,228.24,235.79,-18.4,0.0,2.3,46.53,33.44,11.75
2015-09-16 01:00:00,232.03,231.08,232.0,231.08,847,0.27,-1.91,39.79,41.32,39.74,61.59,54.77,232.63,234.56,232.69,226.34,228.4,235.15,-23.71,-0.01,2.21,46.64,32.31,11.36
2015-09-16 05:00:00,231.39,227.38,231.08,227.95,1956,0.08,-1.89,30.93,29.15,31.89,46.47,54.59,232.2,234.3,232.59,226.36,228.21,234.53,-159.17,-0.01,2.34,47.58,39.66,9.96
2015-09-16 09:00:00,229.87,227.85,227.99,229.0,1937,0.04,-1.88,36.07,36.16,36.39,30.64,46.24,231.91,234.09,232.52,226.38,228.32,233.78,-151.2,-0.01,2.32,48.46,37.19,9.34
2015-09-16 13:00:00,229.02,227.68,229.0,228.22,1521,-0.01,-1.89,34.05,33.43,34.58,16.13,31.08,231.58,233.86,232.44,226.4,228.11,233.43,-175.15,-0.01,2.25,49.3,36.14,8.94
2015-09-16 17:00:00,229.0,228.14,228.2,228.99,1143,0.02,-1.88,37.76,38.52,37.83,22.87,23.22,231.34,233.67,232.37,226.43,228.09,233.0,-135.87,-0.01,2.15,50.09,35.11,8.69
2015-09-16 21:00:00,230.8,228.99,228.99,229.98,1607,0.12,-1.85,42.27,44.57,41.8,30.17,23.06,231.22,233.53,232.32,226.46,228.04,232.98,-44.11,-0.01,2.12,49.35,32.97,14.22
2015-09-17 01:00:00,230.32,229.05,229.98,229.76,506,0.17,-1.81,41.55,43.52,41.18,40.12,31.05,231.09,233.38,232.27,226.5,227.97,232.93,-52.89,0.0,2.06,48.67,31.52,13.59
2015-09-17 05:00:00,230.14,229.04,229.76,230.08,1383,0.24,-1.75,43.07,45.6,42.51,46.45,38.91,230.99,233.25,232.23,226.53,227.99,232.93,-45.52,0.0,1.99,48.03,30.31,13.06
2015-09-17 09:00:00,235.71,230.0,230.0,232.32,3723,0.43,-1.64,52.39,57.74,50.82,50.45,45.67,231.12,233.21,232.23,226.59,227.98,233.17,127.5,0.0,2.26,45.07,24.84,28.31
2015-09-17 13:00:00,235.71,232.32,232.34,233.8,2669,0.63,-1.49,57.36,63.69,55.36,61.67,52.86,231.36,233.24,232.26,226.66,227.83,233.7,173.29,0.01,2.34,42.32,22.27,25.38
2015-09-17 17:00:00,235.94,231.4,233.82,233.61,2153,0.73,-1.3,56.54,62.44,54.67,69.72,60.61,231.56,233.25,232.29,226.73,227.71,233.93,143.04,0.02,2.5,39.31,22.01,22.09
2015-09-17 21:00:00,236.26,233.22,233.65,234.01,2194,0.79,-1.11,57.9,64.09,55.91,74.84,68.74,231.79,233.28,232.32,226.8,227.56,234.26,167.02,0.02,2.54,36.67,20.12,21.1
2015-09-18 01:00:00,235.0,233.98,234.0,234.63,695,0.83,-0.9,59.99,66.62,57.81,76.36,73.64,232.04,233.33,232.37,226.88,227.37,234.82,146.01,0.03,2.43,34.22,19.52,20.46
2015-09-18 05:00:00,235.63,233.5,234.37,233.5,1437,0.75,-0.71,54.67,58.3,53.33,75.08,75.43,232.18,233.34,232.39,226.95,227.32,235.05,115.99,0.02,2.41,32.27,18.28,21.04
2015-09-18 09:00:00,235.12,232.53,233.5,234.07,2122,0.71,-0.53,56.75,61.03,55.2,75.3,75.58,232.35,233.37,232.42,227.02,227.27,235.39,92.92,0.02,2.42,30.03,19.75,19.43
2015-09-18 13:00:00,234.37,233.11,234.07,234.23,973,0.66,-0.37,57.35,61.81,55.73,73.53,74.64,232.52,233.4,232.46,227.09,227.24,235.74,82.46,0.02,2.34,27.94,18.99,18.68
2015-09-18 17:00:00,234.81,227.0,234.23,233.78,1630,0.56,-0.23,55.06,58.17,53.82,74.97,74.6,232.63,233.42,232.48,227.15,227.25,235.98,9.78,0.02,2.73,28.47,31.11,14.86
2015-09-18 21:00:00,234.19,233.05,233.78,233.63,572,0.47,-0.11,54.28,56.93,53.17,73.72,74.07,232.73,233.43,232.51,227.22,227.38,236.19,64.69,0.01,2.61,28.96,30.14,14.4
2015-09-19 01:00:00,233.73,233.01,233.63,233.7,900,0.39,-0.01,54.61,57.41,53.45,72.39,73.69,232.81,233.44,232.53,227.28,227.46,236.38,54.36,0.0,2.48,29.43,29.63,14.1
2015-09-19 05:00:00,233.87,233.02,233.69,233.02,415,0.28,0.06,50.86,51.35,50.34,69.65,71.92,232.83,233.42,232.54,227.34,227.48,236.45,44.4,0.0,2.36,29.77,28.87,14.16
2015-09-19 09:00:00,233.21,231.5,233.02,232.63,1519,0.17,0.1,48.8,48.11,48.61,66.05,69.37,232.81,233.39,232.54,227.39,227.57,236.52,14.44,-0.01,2.32,30.57,32.03,13.41
2015-09-19 13:00:00,232.9,232.3,232.64,232.42,359,0.08,0.12,47.67,46.36,47.67,61.45,65.72,232.78,233.35,232.54,227.44,228.21,236.33,12.66,-0.01,2.19,31.31,31.41,13.15
2015-09-19 17:00:00,232.48,231.53,232.42,232.09,568,-0.01,0.11,45.88,43.6,46.17,58.1,61.87,232.72,233.3,232.53,227.49,228.65,236.2,-13.1,-0.01,2.1,32.24,33.01,12.73
2015-09-19 21:00:00,232.25,231.85,232.01,232.24,341,-0.05,0.1,46.86,45.25,46.98,56.7,58.75,232.67,233.26,232.53,227.54,229.37,235.88,-20.7,-0.01,1.98,33.11,32.53,12.54
2015-09-20 01:00:00,233.38,231.66,232.24,232.9,805,-0.04,0.09,51.04,52.1,50.47,58.42,57.74,232.69,233.25,232.53,227.59,230.03,235.61,-5.22,-0.01,1.96,33.0,30.5,15.87
2015-09-20 05:00:00,233.22,232.24,232.9,232.56,559,-0.05,0.08,48.91,48.61,48.71,61.58,58.9,232.68,233.22,232.53,227.64,230.47,235.42,-13.09,-0.01,1.89,32.89,29.37,15.28
2015-09-20 09:00:00,233.05,231.4,232.56,232.42,618,-0.06,0.07,48.02,47.17,47.97,63.65,61.22,232.66,233.19,232.53,227.69,231.06,235.1,-52.88,-0.01,1.88,33.14,30.72,14.32
2015-09-20 13:00:00,233.2,232.09,232.42,232.27,612,-0.08,0.05,47.03,45.56,47.16,64.04,63.09,232.62,233.15,232.53,227.73,231.66,234.73,-54.46,-0.01,1.82,33.25,29.38,14.29
2015-09-20 17:00:00,232.74,231.87,232.27,232.12,574,-0.09,0.02,46.01,43.9,46.32,64.42,64.04,232.58,233.11,232.52,227.78,231.62,234.74,-74.63,0.0,1.75,33.44,29.24,13.78
2015-09-20 21:00:00,232.97,231.87,232.11,232.14,417,-0.1,0.0,46.18,44.2,46.46,65.42,64.63,232.54,233.07,232.51,227.82,231.5,234.69,-61.41,0.0,1.71,33.39,27.89,14.11
2015-09-21 01:00:00,232.29,227.0,232.18,227.85,4148,-0.37,-0.09,26.9,19.37,29.47,47.73,59.19,232.11,232.87,232.42,227.82,230.04,235.58,-279.44,-0.02,1.96,35.0,40.25,11.39
2015-09-21 05:00:00,229.03,227.19,227.76,228.82,1094,-0.45,-0.2,33.64,29.34,35.18,34.71,49.29,231.81,232.71,232.35,227.83,229.34,235.76,-282.32,-0.01,1.95,36.49,37.54,10.63
2015-09-21 09:00:00,229.29,227.96,228.82,227.98,922,-0.54,-0.34,30.98,26.22,32.73,17.53,33.32,231.46,232.52,232.26,227.83,228.59,235.85,-222.11,-0.02,1.91,37.64,35.67,11.07
2015-09-21 13:00:00,228.89,227.88,227.99,228.46,1165,-0.53,-0.47,34.19,30.89,35.47,21.21,24.48,231.19,232.36,232.19,227.84,228.04,235.89,-173.24,-0.02,1.85,38.74,34.59,10.64
2015-09-21 17:00:00,228.66,226.38,228.46,227.22,1529,-0.57,-0.61,30.27,26.14,31.89,16.38,18.37,230.83,232.16,232.09,227.83,227.32,235.93,-170.47,-0.02,1.88,40.16,37.3,9.71
