Date,High,Low,Open,Close,Volume,Macd,Macdsignal,rsi,bull_rsi,bear_rsi,stochK,stochD,ema21,ema50,ema100,ema200,bblower,bbupper,cci,roc,atr,adx,di_minus,di_plus
2015-09-07T17:00,241.70,240.22,240.79,240.85,1101,-0.01,2.93,67.16,66.30,67.13,54.5,58.05,237.84,233.21,227.08,219.69,228.94,246.32,51.73,0,2.84,50.63,9.43,36
2015-09-07T21:00,244.77,240.27,240.91,242.75,2549,0.01,2.93,71.56,72.77,70.93,52.81,55.37,238.28,233.58,227.39,219.92,229.74,246.66,74.23,0.01,2.96,51.65,8.4,39.5
2015-09-08T01:00,245.44,242.60,242.98,245.00,2791,0.13,2.97,75.72,78.27,74.64,58.52,55.27,238.89,234.03,227.74,220.17,230.65,247.16,101.53,0.02,2.95,52.69,7.82,38.41
2015-09-08T05:00,247.68,244.49,245.00,245.06,4786,0.18,3.01,75.82,78.40,74.73,68.67,60,239.45,234.46,228.08,220.42,231.88,247.37,130.6,0.02,2.97,53.92,7.22,40.85
2015-09-08T09:00,246.52,242.51,245.08,242.99,3131,0.04,3.02,65.63,63.85,65.95,66.67,64.62,239.77,234.8,228.38,220.64,233.58,246.91,97.84,0.01,3.04,53.89,11.2,37
2015-09-08T13:00,244.96,242.84,243.00,244.69,1877,0.04,3.03,69.28,69.09,69.13,64.09,66.48,240.22,235.19,228.7,220.88,235.35,246.47,106.93,0.01,2.98,53.87,10.63,35.12
2015-09-08T17:00,244.79,244.01,244.60,244.20,1262,-0.03,3.03,67.07,66.02,67.20,58.9,63.22,240.58,235.54,229.01,221.11,236.33,246.41,106.15,0.01,2.82,53.84,10.42,34.42
2015-09-08T21:00,245.47,243.50,244.20,244.99,1664,-0.05,3.01,68.80,68.52,68.70,64.7,62.56,240.98,235.91,229.32,221.35,237.5,246.23,106.63,0.01,2.76,53.96,9.88,34.43
2015-09-09T01:00,245.57,240.25,244.99,241.00,2691,-0.34,2.93,53.51,48.51,55.12,50.48,58.03,240.99,236.11,229.55,221.55,238.71,245.54,-1.34,0,2.94,52.17,16.5,29.97
2015-09-09T05:00,241.15,238.38,241.10,240.17,4327,-0.58,2.79,50.98,45.44,52.80,36.97,50.72,240.91,236.27,229.76,221.73,238.51,245.55,-101.66,0,2.93,49.64,19.95,27.95
2015-09-09T09:00,240.84,239.23,240.17,239.78,1260,-0.75,2.60,49.78,43.98,51.71,19.03,35.49,240.81,236.41,229.96,221.91,238.56,245.53,-98.18,-0.01,2.84,47.28,19.14,26.81
